ADBE
274.33
274.6
275.51
274.4
274.75
273.66
274.445
274.24
273.23
272.76
272.66
273.75
273.77
273.715
273.77
273.92
273.92
273.92
273.92
274.24
274.715
274.345
274.365
274.51
274.51
274.51
274.7
274.49
274.49
275.17
275.19
275.22
275.24
275.41
275.41
275.3
275.47
275.47
275.18
274.925
274.92
274.92
274.86
274.86
274.835
275.065
275.085
275.085
275.2
275.35
275.26
275.42
275.42
275.42
275.42
275.42
275.42
275.34
275.32
275.36
275.36
275.41
275.37
275.37
275.7
275.7
275.7
275.7
275.7
275.37
275.34
275.22
275.22
275.22
275.22
275.4
275.24
275.25
275.25
275.25
275.93
275.93
275.945
275.945
275.81
275.95
275.95
275.7
275.705
275.82
275.69
275.69
275.69
275.45
275.45
275.095
275.235
275.415
275.51
275.47
275.47
275.81
276.0
276.0
276.0
275.97
275.97
276.18
276.16
276.16
276.1
276.145
276.145
276.53
276.56
276.53
276.45
276.35
276.34
276.4
276.4
276.4
276.4
276.72
276.89
276.94
276.9
276.77
276.715
276.36
276.36
276.25
276.42
276.42
276.42
276.49
276.39
276.49
276.49
276.4
276.42
276.27
276.21
276.21
276.32
276.32
276.14
276.1
276.0
276.0
276.06
276.18
276.29
276.29
276.29
276.3
275.99
275.71
275.86
275.86
275.84
275.78
275.73
275.78
275.715
275.76
275.76
275.81
275.81
275.81
275.9
275.875
275.9
275.86
275.65
275.73
275.73
275.73
275.77
275.7
275.7
275.7
275.7
275.76
275.76
275.76
275.64
275.64
275.72
275.76
275.78
275.68
275.68
275.68
275.68
275.45
275.32
275.32
275.07
274.93
274.66
274.66
274.66
274.34
274.34
274.34
274.34
274.53
274.59
274.625
274.91
274.91
274.91
274.89
274.96
274.96
274.89
274.75
274.845
274.845
274.88
274.88
274.88
274.99
274.99
274.99
275.0
275.02
275.02
275.02
275.02
275.07
275.12
275.065
275.16
275.16
275.16
275.25
275.25
275.25
275.28
275.28
275.28
275.44
275.44
275.35
275.42
275.42
275.495
275.495
275.67
275.67
275.7
275.7
275.58
275.48
275.44
275.44
275.44
275.44
275.76
275.9
275.76
275.87
275.65
275.855
275.32
275.43
275.12
275.17
275.06
275.06
274.98
274.98
275.025
275.025
275.19
275.19
275.05
275.05
275.05
275.015
275.015
274.85
274.85
274.84
274.84
274.84
274.84
274.84
274.81
274.81
274.79
274.845
274.89
274.975
275.13
275.13
274.98
275.025
275.03
275.05
275.08
275.09
275.155
275.18
275.18
274.76
275.09
275.005
274.88
274.94
274.98
275.06
274.79
274.78
274.76
274.84
274.84
274.84
274.715
274.77
274.77
274.77
274.77
274.47
274.39
274.33
274.23
274.24
274.09
274.09
274.09
273.75
273.65
273.46
273.6
273.6
273.24
273.39
273.19
273.19
273.34
273.15
273.33
273.25
273.12
272.81
272.81
272.525
272.51
272.51
272.51
272.51
272.57
272.87
272.78
272.68
272.785
272.72
272.84
272.95
272.92
272.92
272.94
272.72
272.72
272.84
272.75
272.75
272.64
272.62
272.56
272.44
272.44
272.8
272.78
272.52
272.485
272.28
272.16
272.1
272.035
272.04
272.0
271.95
271.95
271.89
271.94
271.95
273.85
273.72
273.62
273.62
272.96
272.96
272.65
272.705
272.3
271.7
271.99
272.0
272.0
272.25
272.25
272.25
272.11
272.27
272.27
272.27
272.27
272.44
272.37
272.31
271.89
271.89
272.3
272.36
272.36
272.36
272.35
272.57
272.57
272.57
273.11
273.11
273.26
273.395
273.395
273.395
273.395
273.395
273.15
273.42
273.62
273.62
273.62
273.62
273.62
273.62
273.62
273.62
273.51
273.51
273.8
273.8
273.8
273.8
273.8
273.8
273.15
273.15
273.17
273.0
273.0
273.0
273.0
272.89
272.75
272.63
272.74
272.77
272.815
273.01
272.945
273.05
272.78
272.805
272.805
272.805
272.58
272.31
272.285
272.285
272.23
271.755
271.755
271.945
271.835
271.835
271.5
271.54
271.54
271.54
271.68
271.81
271.81
271.81
271.665
271.64
271.63
271.63
271.63
271.935
271.935
271.935
271.935
271.935
272.54
272.54
272.8
272.8
272.8
272.8
272.765
272.765
272.765
272.62
272.805
272.83
272.83
272.965
272.965
273.26
272.735
272.47
272.565
272.565
272.565
272.565
272.43
272.26
272.26
272.26
272.34
272.34
272.32
272.32
272.32
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.555
272.62
272.595
272.595
272.93
272.89
272.89
272.89
272.82
272.82
272.87
272.91
272.81
272.79
272.66
272.565
272.565
272.545
272.54
272.65
272.65
272.65
272.65
272.65
272.38
272.38
272.38
272.38
272.38
272.01
272.01
272.01
272.01
272.01
272.01
272.01
272.01
272.01
271.39
271.39
271.39
271.39
271.39
271.345
271.345
271.4
271.45
271.45
271.45
271.45
271.45
271.45
271.05
270.975
270.975
270.975
271.05
271.08
271.08
271.08
271.08
271.08
271.31
271.31
271.31
271.38
271.615
271.615
271.615
271.615
271.46
271.47
271.76
271.745
271.745
